Date,Predicted_Return,Actual_Return,Position,Strategy_Return,Equity,Long_Entry,Long_Exit,Short_Entry,Short_Exit
2024-07-18,0.013152896480541553,0.0,1,0.0,1.0,True,False,False,False
2024-07-19,-0.055283909148584595,0.0005798911588901572,-1,-0.0005798911588901572,0.9994201088411099,False,False,False,False
2024-07-22,-0.06182426237336165,-0.0015603406000623884,-1,0.0015603406000623884,1.0009795446134535,False,False,False,False
2024-07-23,-0.045194287580301765,0.004688337203071901,-1,-0.004688337203071901,0.9962866149749282,False,False,False,False
2024-07-24,-0.019486598664191276,-0.028754277587662767,-1,0.028754277587662767,1.0249341168587902,False,False,False,False
2024-07-25,-0.010984976380897054,-0.004804612427930736,-1,0.004804612427930736,1.0298585280544603,False,False,False,False
2024-07-26,-0.007786103536728741,0.0021610188974205656,-1,-0.0021610188974205656,1.027632984313665,False,False,False,False
2024-07-29,0.011309218551067247,0.0012846393833731012,1,0.0012846393833731012,1.0289531221169677,False,False,False,False
2024-07-30,0.029865762704977847,0.0025659824046920924,1,0.0025659824046920924,1.031593397723573,False,False,False,False
2024-07-31,0.041157598687264284,0.014990859232175507,1,0.014990859232175507,1.0470578691336887,False,False,False,False
2024-08-01,0.054773000887560166,-0.016750720461095096,1,-0.016750720461095096,1.0295188954612404,False,False,False,False
2024-08-02,0.050001466900989125,0.006869389998168162,1,0.006869389998168162,1.036591062264647,False,False,False,False
2024-08-05,0.037949456494509225,-0.04816701537341946,1,-0.04816701537341946,0.9866615646325966,False,False,False,False
2024-08-06,0.035443693007799384,-0.009748172217709277,1,-0.009748172217709277,0.9770434177799635,False,False,False,False
2024-08-07,0.028580369449102496,0.012498190416445513,1,0.012498190416445513,0.9892546924605123,False,False,False,False
2024-08-08,0.038465244437568546,0.016633304737394,1,0.016633304737394,1.0057092672231052,False,False,False,False
2024-08-09,0.051721496424657766,0.013735877361586456,1,0.013735877361586456,1.019523566379093,False,False,False,False
2024-08-12,0.05932294286007441,0.005965593784683648,1,0.005965593784683648,1.0256056298300225,False,False,False,False
2024-08-13,0.06096668845784202,0.01719303084632009,1,0.01719303084632009,1.0432388990598496,False,False,False,False
2024-08-14,0.05687640215079423,0.0020337144664888535,1,0.0020337144664888535,1.0453605491008715,False,False,False,False
2024-08-15,0.05698509980211529,0.013530579108785856,1,0.013530579108785856,1.0595048827076847,False,False,False,False
2024-08-16,0.049886916022404276,0.005918476326094752,1,0.005918476326094752,1.065775537273372,False,False,False,False
2024-08-19,0.05026707504734843,-0.0007078080070781907,1,-0.0007078080070781907,1.0650211728143417,False,False,False,False
2024-08-20,0.048881418967058145,0.0027446987471778502,1,0.0027446987471778502,1.067944335093083,False,False,False,False
2024-08-21,0.03926991875358708,-0.0004856297735198677,1,-0.0004856297735198677,1.0674257095275,False,False,False,False
2024-08-22,0.022226582988833343,-0.008259717314487653,1,-0.008259717314487653,1.0586090749125865,False,False,False,False
2024-08-23,-0.003120197759451693,0.010288157484523237,-1,-0.010288157484523237,1.0477179380353403,False,False,False,False
2024-08-26,-0.007981753900050712,0.0014988538176688565,-1,-0.0014988538176688565,1.0461475620040759,False,False,False,False
2024-08-27,0.004709787315881099,0.003741526542829449,1,0.003741526542829449,1.0500617508750305,False,False,False,False
2024-08-28,0.017174245871739734,-0.006753497346840293,1,-0.006753497346840293,1.0429701616264775,False,False,False,False
2024-08-29,0.0178946918186233,0.014570179698882878,1,0.014570179698882878,1.0581664243019482,False,False,False,False
2024-08-30,0.026845784508749873,-0.003437921580573533,1,-0.003437921580573533,1.0545285311160022,False,False,False,False
2024-09-03,0.03172002400893832,-0.027205240174672445,1,-0.027205240174672445,1.025839829155947,False,False,False,False
2024-09-04,-4.005081088402941e-05,-0.00861875476949327,0,-0.0,1.025839829155947,False,True,False,False
2024-09-05,-0.03205469125856065,0.006927779035544493,-1,-0.006927779035544493,1.0187330374936938,False,False,True,False
2024-09-06,-0.029471233322290374,-0.007015019336271258,-1,0.007015019336271258,1.0258794694502105,False,False,False,False
2024-09-09,-0.022563101318735252,0.00040757177791868223,-1,-0.00040757177791868223,1.0254613499309164,False,False,False,False
2024-09-10,-0.017433379592332553,-0.0036213842741387122,-1,0.0036213842741387122,1.029174939537293,False,False,False,False
2024-09-11,-0.012493126439266224,0.011585116532642692,-1,-0.011585116532642692,1.017251827930278,False,False,False,False
2024-09-12,-0.004362506021828389,0.0004940267672685424,-1,-0.0004940267672685424,1.0167492782982277,False,False,False,False
2024-09-13,1.0704509380424958e-05,-0.001212012389460027,0,-0.0,1.0167492782982277,True,False,False,True
2024-09-16,-0.0025821300035112358,-0.027775280898876435,-1,0.027775280898876435,1.044989775106691,False,False,True,False
2024-09-17,-0.0036683675100111788,0.0021727071005917106,-1,-0.0021727071005917106,1.042719318402271,False,False,False,False
2024-09-18,-0.007059798765690551,0.017989759675261802,-1,-0.017989759675261802,1.0239610484554613,False,False,False,False
2024-09-19,0.005503726084418482,0.03706556708505146,1,0.03706556708505146,1.0619147453894668,False,False,False,False
2024-09-20,0.02037089875324964,-0.0029274260497226196,1,-0.0029274260497226196,1.058806068501229,False,False,False,False
2024-09-23,0.02916206005474233,-0.00758106923751091,1,-0.00758106923751091,1.0507791863868245,False,False,False,False
2024-09-24,0.016871184972588812,0.003974036296198197,1,0.003974036296198197,1.0549550210128154,False,False,False,False
2024-09-25,0.005656407670798128,-0.004398117605664775,1,-0.004398117605664775,1.0503152047617144,False,False,False,False
2024-09-26,0.001493165227282747,0.00508017846887841,1,0.00508017846887841,1.0556509934504803,False,False,False,False
2024-09-27,0.002572525067336068,0.0011867088607594137,1,0.0011867088607594137,1.0569037438382773,False,False,False,False
2024-09-30,0.006587193582562373,0.022871943456692603,1,0.022871943456692603,1.0810771865065132,False,False,False,False
2024-10-01,0.018409368817898338,-0.02914163090128752,1,-0.02914163090128752,1.049572834161538,False,False,False,False
2024-10-02,0.016254710885522543,0.0025197825029839227,1,0.0025197825029839227,1.0522175294246654,False,False,False,False
2024-10-03,-0.007895712142205557,-0.004894611517770587,-1,0.004894611517770587,1.0573677254633875,False,False,False,False
2024-10-04,-0.010462762404381896,0.005007311561129189,-1,-0.005007311561129189,1.0520731558273098,False,False,False,False
2024-10-07,-0.003399238384589997,-0.022530864197530923,-1,0.022530864197530923,1.0757772732271227,False,False,False,False
2024-10-08,-0.002152490725541568,0.018404077766250224,-1,-0.018404077766250224,1.0559785846314862,False,False,False,False
2024-10-09,0.006656654669817412,0.01669840988616726,1,0.01669840988616726,1.0736117478686775,False,False,False,False
2024-10-10,0.025180562381556627,-0.002178269582643548,1,-0.002178269582643548,1.0712731320547264,False,False,False,False
2024-10-11,0.034224653760328475,-0.0065054139015018365,1,-0.0065054139015018365,1.0643040569291522,False,False,False,False
2024-10-14,0.027855702322463417,0.016479894528675015,1,0.016479894528675015,1.0818436755337857,False,False,False,False
2024-10-15,0.024509533833900726,0.01102464332036309,1,0.01102464332036309,1.0937706161849363,False,False,False,False
2024-10-16,0.03259276038743455,-0.00885182809493262,1,-0.00885182809493262,1.0840887467151787,False,False,False,False
2024-10-17,0.031081235607310808,0.0015963413581845049,1,0.0015963413581845049,1.0858193224175026,False,False,False,False
2024-10-18,0.0024492673362453985,0.012276545337066527,1,0.012276545337066527,1.099149432557024,False,False,False,False
2024-10-21,-0.005290384495511968,0.0062978723404254885,-1,-0.0062978723404254885,1.0922271297477286,False,False,False,False
2024-10-22,0.00011006098477544711,-0.002621786197564175,0,-0.0,1.0922271297477286,True,False,False,True
2024-10-23,-0.005006945265630358,-0.021622996692953544,-1,0.021622996692953544,1.115844353362218,False,False,True,False
2024-10-24,-0.03200347577705188,-0.0008233662679840429,-1,0.0008233662679840429,1.1167631019630968,False,False,False,False
2024-10-25,-0.05483869417028991,0.0036431452487314196,-1,-0.0036431452487314196,1.1126945717742214,False,False,False,False
2024-10-28,-0.04375164898576929,0.008599455511862102,-1,-0.008599455511862102,1.1031260043059585,False,False,False,False
2024-10-29,-0.022702149274314506,0.0011568123393315415,-1,-0.0011568123393315415,1.1018498945323398,False,False,False,False
2024-10-30,-0.014545779747146029,-0.01527795609192448,-1,0.01527795609192448,1.1186839088408966,False,False,False,False
2024-10-31,-0.023946723125645077,-0.018209474141677524,-1,0.018209474141677524,1.1390545545516457,False,False,False,False
2024-11-01,-0.03837228210781532,-0.013279624629277146,-1,0.013279624629277146,1.15418077146836,False,False,False,False
2024-11-04,-0.041526465518419695,-0.0040375039253510644,-1,0.0040375039253510644,1.1588407808637282,False,False,False,False
2024-11-05,-0.03587807642920079,0.0064861943155713605,-1,-0.0064861943155713605,1.1513243143782377,False,False,False,False
2024-11-06,-0.023478267496398753,-0.003266950100693622,-1,0.003266950100693622,1.1550856334630268,False,False,False,False
2024-11-07,-0.016028231587903247,0.021372126436781567,-1,-0.021372126436781567,1.1303989972593451,False,False,False,False
2024-11-08,0.0007213326231633451,-0.00228591524529621,0,-0.0,1.1303989972593451,True,False,False,True
